title,author,publisher,pubdate,detail_url,img_url,topic,price,sale_price,rating,desc,판매지수,pubdate,author
같이 읽자는 고백,패브릭 북마크 [국내도서] 같이 읽자는 고백 - 십만 권의 책과 한 통의 마음 김소영 (지은이),이야기장수,"2025년 6월 18,500 원 → 16,650원 ( 10% 할인),  마일리지 920 원 세일즈포인트 : 14,550",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=366129130,,인공지능,,16650.0,,,,2025-06-01,패브릭 북마크 [국내도서] 같이 읽자는 고백 - 십만 권의 책과 한 통의 마음 김소영 (지은이)
채식주의자 (리마스터판),"금속 책갈피, 북슬리브 (한강 출간작 포함 국내도서 3만원 이상) [국내도서] 채식주의자 (리마스터판) - 2024 노벨문학상 수상작가 ㅣ 창비 리마스터 소설선 Choice 한강 (지은이)",창비,"2022년 3월 17,000 원 → 15,300원 ( 10% 할인),  마일리지 850 원 8.3 ( 175 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291370219,,인공지능,,15300.0,8.3,,,2022-03-01,"금속 책갈피, 북슬리브 (한강 출간작 포함 국내도서 3만원 이상) [국내도서] 채식주의자 (리마스터판) - 2024 노벨문학상 수상작가 ㅣ 창비 리마스터 소설선 Choice 한강 (지은이)"
마법천자문 67,"시리즈 포스터 5탄(초한 한정/책과 랩핑) [국내도서] 마법천자문 67 - 싸움의 계획을 세우다! 작전(作戰) ㅣ 손오공의 한자 대탐험 마법천자문 67 알에스미디어 (지은이), 정수영 (그림), 강용철 (감수)",아울북,"2025년 6월 15,800 원 → 14,220원 ( 10% 할인),  마일리지 790 원 세일즈포인트 : 14,510",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=366115646,,인공지능,,14220.0,,,,2025-06-01,"시리즈 포스터 5탄(초한 한정/책과 랩핑) [국내도서] 마법천자문 67 - 싸움의 계획을 세우다! 작전(作戰) ㅣ 손오공의 한자 대탐험 마법천자문 67 알에스미디어 (지은이), 정수영 (그림), 강용철 (감수)"
바움가트너,"바움가트너 티셔츠(대상도서 포함 소설/시/희곡 2만 원 이상 구매 시 택1) [국내도서] 바움가트너 폴 오스터 (지은이), 정영목 (옮긴이)",열린책들,"2025년 4월 17,800 원 → 16,020원 ( 10% 할인),  마일리지 890 원 9.7 ( 147 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=362362895,,인공지능,,16020.0,9.7,,,2025-04-01,"바움가트너 티셔츠(대상도서 포함 소설/시/희곡 2만 원 이상 구매 시 택1) [국내도서] 바움가트너 폴 오스터 (지은이), 정영목 (옮긴이)"
작별하지 않는다,"<작별하지 않는다> 동백꽃 배지 [국내도서] 작별하지 않는다 - 2024 노벨문학상 수상작가, 한강 장편소설 Choice 한강 (지은이)",문학동네,"2021년 9월 16,800 원 → 15,120원 ( 10% 할인),  마일리지 840 원 9.0 ( 277 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=278770576,,인공지능,,15120.0,9.0,,,2021-09-01,"<작별하지 않는다> 동백꽃 배지 [국내도서] 작별하지 않는다 - 2024 노벨문학상 수상작가, 한강 장편소설 Choice 한강 (지은이)"
블루 록 : Episode 나기 6,"[국내도서] 블루 록 : Episode 나기 6 산노미야 코타 (지은이), 카네시로 무네유키 (원작), 노무라 유스케 (그림)",학산문화사(만화),"2025년 6월 6,000 원 → 5,400원 ( 10% 할인),  마일리지 300 원 세일즈포인트 : 10,160",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365818322,,인공지능,,5400.0,,,,2025-06-01,"[국내도서] 블루 록 : Episode 나기 6 산노미야 코타 (지은이), 카네시로 무네유키 (원작), 노무라 유스케 (그림)"
행동은 불안을 이긴다,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 행동은 불안을 이긴다 - 의지박약과 만성적 미루기에서 벗어나는 아주 작은 행동 설계 롭 다이얼 (지은이), 박영준 (옮긴이)",서삼독,"2025년 4월 20,000 원 → 18,000원 ( 10% 할인),  마일리지 1,000 원 8.9 ( 14 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=361967178,,인공지능,,18000.0,8.9,,,2025-04-01,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 행동은 불안을 이긴다 - 의지박약과 만성적 미루기에서 벗어나는 아주 작은 행동 설계 롭 다이얼 (지은이), 박영준 (옮긴이)"
맞춤법 천재라면,"캐릭터 리무버블 스티커+부채(각 마일리지 차감) [국내도서] 맞춤법 천재라면 - 세기의 맞춤법 대결! 라면 팀 VS 편의점 팀 박정란 , 서재인 (지은이), 김기수 (그림)",슈크림북,"2025년 6월 15,000 원 → 13,500원 ( 10% 할인),  마일리지 750 원 10.0 ( 21 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364436032,,인공지능,,13500.0,10.0,,,2025-06-01,"캐릭터 리무버블 스티커+부채(각 마일리지 차감) [국내도서] 맞춤법 천재라면 - 세기의 맞춤법 대결! 라면 팀 VS 편의점 팀 박정란 , 서재인 (지은이), 김기수 (그림)"
붙잡지 않는 삶,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 붙잡지 않는 삶 - 생각과 감정 너머 존재에 닿는 안내서 에크하르트 톨레 (지은이), 서진 (엮은이), 루카 (옮긴이)",스노우폭스북스,"2025년 6월 19,800 원 → 17,820원 ( 10% 할인),  마일리지 990 원 9.9 ( 43 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364961902,,인공지능,,17820.0,9.9,,,2025-06-01,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 붙잡지 않는 삶 - 생각과 감정 너머 존재에 닿는 안내서 에크하르트 톨레 (지은이), 서진 (엮은이), 루카 (옮긴이)"
잿더미에서 희망의 불씨를,"[국내도서] 잿더미에서 희망의 불씨를 - 츠바이크의 예레미야 슈테판 츠바이크 (지은이), 김윤식 , 김영호 (옮긴이)",동연출판사,"2025년 6월 22,000 원 → 19,800원 ( 10% 할인),  마일리지 1,100 원 9.8 ( 8 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=363868589,,인공지능,,19800.0,9.8,,,2025-06-01,"[국내도서] 잿더미에서 희망의 불씨를 - 츠바이크의 예레미야 슈테판 츠바이크 (지은이), 김윤식 , 김영호 (옮긴이)"
해커스 토익 기출 VOCA (보카),데스크 매트.북엔드.클립보드 등(공무원.자격증.외국어.컴퓨터 구매 금액별 사은품) [국내도서] 해커스 토익 기출 VOCA (보카) - 주제별 연상암기로 토익 영단어 30일 완성! RC/LC 필수 토익 보카 [최신 기출 어휘+출제포인트 수록ㅣ단어암기 어플 제공] David Cho (지은이),해커스어학연구소(Hackers),"2024년 8월 12,900 원 → 11,610원 ( 10% 할인),  마일리지 640 원 9.1 ( 79 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=176021392,,인공지능,,11610.0,9.1,,,2024-08-01,데스크 매트.북엔드.클립보드 등(공무원.자격증.외국어.컴퓨터 구매 금액별 사은품) [국내도서] 해커스 토익 기출 VOCA (보카) - 주제별 연상암기로 토익 영단어 30일 완성! RC/LC 필수 토익 보카 [최신 기출 어휘+출제포인트 수록ㅣ단어암기 어플 제공] David Cho (지은이)
스토너,"6월 특별 선물. 도시락 보냉가방 ·
여름 와플 담요 (이벤트 도서 포함 국내서·외서 5만원 이상) [국내도서] 스토너 Choice 존 윌리엄스 (지은이), 김승욱 (옮긴이)",알에이치코리아(RHK),"2015년 1월 16,800 원 → 15,120원 ( 10% 할인),  마일리지 840 원 9.6 ( 687 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=51001915,,인공지능,,15120.0,9.6,,,2015-01-01,"6월 특별 선물. 도시락 보냉가방 ·
여름 와플 담요 (이벤트 도서 포함 국내서·외서 5만원 이상) [국내도서] 스토너 Choice 존 윌리엄스 (지은이), 김승욱 (옮긴이)"
박용우 박사의 스위치온 다이어트 레시피북,"6월 특별 선물. 도시락 보냉가방 ·
여름 와플 담요 (이벤트 도서 포함 국내서·외서 5만원 이상) [국내도서] 박용우 박사의 스위치온 다이어트 레시피북 박용우 , 김영아 (지은이)",루미너스,"2025년 5월 23,000 원 → 20,700원 ( 10% 할인),  마일리지 1,150 원 9.8 ( 11 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=363747369,,인공지능,,20700.0,9.8,,,2025-05-01,"6월 특별 선물. 도시락 보냉가방 ·
여름 와플 담요 (이벤트 도서 포함 국내서·외서 5만원 이상) [국내도서] 박용우 박사의 스위치온 다이어트 레시피북 박용우 , 김영아 (지은이)"
긴키 지방의 어느 장소에 대하여,"긴키 지방 취재 수첩 [국내도서] 긴키 지방의 어느 장소에 대하여 세스지 (지은이), 전선영 (옮긴이)",반타,"2025년 4월 16,800 원 → 15,120원 ( 10% 할인),  마일리지 840 원 8.3 ( 37 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=361603044,,인공지능,,15120.0,8.3,,,2025-04-01,"긴키 지방 취재 수첩 [국내도서] 긴키 지방의 어느 장소에 대하여 세스지 (지은이), 전선영 (옮긴이)"
식탐 해방,"건포도 수련법 하루 견과 [국내도서] 식탐 해방 - 살찌지 않는 뇌를 만드는 21일 식습관 혁명 저드슨 브루어 (지은이), 김보은 (옮긴이)",푸른숲,"2025년 5월 19,800 원 → 17,820원 ( 10% 할인),  마일리지 990 원 10.0 ( 24 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=363746084,,인공지능,,17820.0,10.0,,,2025-05-01,"건포도 수련법 하루 견과 [국내도서] 식탐 해방 - 살찌지 않는 뇌를 만드는 21일 식습관 혁명 저드슨 브루어 (지은이), 김보은 (옮긴이)"
매듭의 끝,형사 수첩 [국내도서] 매듭의 끝 Choice 정해연 (지은이),현대문학,"2025년 5월 16,800 원 → 15,120원 ( 10% 할인),  마일리지 840 원 9.9 ( 14 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364912420,,인공지능,,15120.0,9.9,,,2025-05-01,형사 수첩 [국내도서] 매듭의 끝 Choice 정해연 (지은이)
오역하는 말들,저자 친필 사인이 인쇄된 안경트레이&안경닦이 세트 [국내도서] 오역하는 말들 - 황석희 에세이 Choice 황석희 (지은이),북다,"2025년 5월 16,800 원 → 15,120원 ( 10% 할인),  마일리지 840 원 9.7 ( 13 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364223669,,인공지능,,15120.0,9.7,,,2025-05-01,저자 친필 사인이 인쇄된 안경트레이&안경닦이 세트 [국내도서] 오역하는 말들 - 황석희 에세이 Choice 황석희 (지은이)
어른의 행복은 조용하다 (어나더커버),단독 판매. 투명 북마크 1종 [국내도서] 어른의 행복은 조용하다 (어나더커버) Choice 태수 (지은이),페이지2(page2),"2024년 11월 17,800 원 → 16,020원 ( 10% 할인),  마일리지 890 원 9.2 ( 41 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=362366971,,인공지능,,16020.0,9.2,,,2024-11-01,단독 판매. 투명 북마크 1종 [국내도서] 어른의 행복은 조용하다 (어나더커버) Choice 태수 (지은이)
윤슬의 바다,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 윤슬의 바다 - 백은별 소설 백은별 (지은이)",바른북스,"2025년 5월 15,000 원 → 13,500원 ( 10% 할인),  마일리지 750 원 10.0 ( 1 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365657250,,인공지능,,13500.0,10.0,,,2025-05-01,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 윤슬의 바다 - 백은별 소설 백은별 (지은이)"
푸른 상자 18 (더블특전판),[국내도서] 푸른 상자 18 (더블특전판) 미우라 코우지 (지은이),학산문화사(만화),"2025년 6월 6,000 원 → 5,400원 ( 10% 할인),  마일리지 300 원 10.0 ( 2 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365661760,,인공지능,,5400.0,10.0,,,2025-06-01,[국내도서] 푸른 상자 18 (더블특전판) 미우라 코우지 (지은이)
우리의 낙원에서 만나자,미니 CD 키링 (NFC 태그 방식) [국내도서] 우리의 낙원에서 만나자 - 이 계절을 함께 건너는 당신에게 하태완 (지은이),북로망스,"2025년 5월 19,500 원 → 17,550원 ( 10% 할인),  마일리지 970 원 9.8 ( 71 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=363874338,,인공지능,,17550.0,9.8,,,2025-05-01,미니 CD 키링 (NFC 태그 방식) [국내도서] 우리의 낙원에서 만나자 - 이 계절을 함께 건너는 당신에게 하태완 (지은이)
어서 오세요 실력지상주의 교실에 2학년 편 12.5,"초판 부록 : 책갈피, 쇼트스토리 [국내도서] 어서 오세요 실력지상주의 교실에 2학년 편 12.5 - S Novel 키누가사 쇼고 (지은이), 토모세 슌사쿠 (그림), 조민정 (옮긴이)",㈜소미미디어,"2025년 6월 8,500 원 → 7,650원 ( 10% 할인),  마일리지 420 원 10.0 ( 2 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365866640,,인공지능,,7650.0,10.0,,,2025-06-01,"초판 부록 : 책갈피, 쇼트스토리 [국내도서] 어서 오세요 실력지상주의 교실에 2학년 편 12.5 - S Novel 키누가사 쇼고 (지은이), 토모세 슌사쿠 (그림), 조민정 (옮긴이)"
긴 투쟁 귀한 삶,"[국내도서] 긴 투쟁 귀한 삶 - 동일방직 여성노동자 50년 투쟁의 기록 양돌규 , 정경원 (지은이)",한내,"2025년 6월 28,000 원 → 25,200원 ( 10% 할인),  마일리지 1,400 원 10.0 ( 2 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364035535,,인공지능,,25200.0,10.0,,,2025-06-01,"[국내도서] 긴 투쟁 귀한 삶 - 동일방직 여성노동자 50년 투쟁의 기록 양돌규 , 정경원 (지은이)"
켄투리아 1 (더블특전판),한정 수량: 컬러 일러스트 카드 + 작가 친필 메시지 카드 / 투명 북마크 (만화 1만 5천원 이상) [국내도서] 켄투리아 1 (더블특전판) - 컬러 일러스트 카드 + 작가 친필 메시지 카드 쿠라모리 토오루 (지은이),학산문화사(만화),"2025년 6월 6,000 원 → 5,400원 ( 10% 할인),  마일리지 300 원 세일즈포인트 : 8,770",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365818434,,인공지능,,5400.0,,,,2025-06-01,한정 수량: 컬러 일러스트 카드 + 작가 친필 메시지 카드 / 투명 북마크 (만화 1만 5천원 이상) [국내도서] 켄투리아 1 (더블특전판) - 컬러 일러스트 카드 + 작가 친필 메시지 카드 쿠라모리 토오루 (지은이)
한밤중 하트튠 5,수량 한정 특전: PET 일러스트 카드 [국내도서] 한밤중 하트튠 5 이가라시 마사쿠니 (지은이),학산문화사(만화),"2025년 6월 6,000 원 → 5,400원 ( 10% 할인),  마일리지 300 원 세일즈포인트 : 8,210",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365818712,,인공지능,,5400.0,,,,2025-06-01,수량 한정 특전: PET 일러스트 카드 [국내도서] 한밤중 하트튠 5 이가라시 마사쿠니 (지은이)
일억 번째 여름 (양장),투명 책갈피 [국내도서] 일억 번째 여름 (양장) ㅣ 소설Y Choice 청예 (지은이),창비,"2025년 5월 16,000 원 → 14,400원 ( 10% 할인),  마일리지 800 원 9.7 ( 49 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364226955,,인공지능,,14400.0,9.7,,,2025-05-01,투명 책갈피 [국내도서] 일억 번째 여름 (양장) ㅣ 소설Y Choice 청예 (지은이)
2025 문동균 한국사 지방직 대비 실전 봉투모의고사,독서대(공무원 수험서 2만원 이상) [국내도서] 2025 문동균 한국사 지방직 대비 실전 봉투모의고사 문동균 (지은이),에스티유니타스,"2025년 4월 12,000 원 → 10,800원 ( 10% 할인),  마일리지 120 원 세일즈포인트 : 29,850",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=361956647,,인공지능,,10800.0,,,,2025-04-01,독서대(공무원 수험서 2만원 이상) [국내도서] 2025 문동균 한국사 지방직 대비 실전 봉투모의고사 문동균 (지은이)
어린이는 멀리 간다,"금요일의 북클럽 리미티드 굿즈(대상도서 포함, 국내서 25,000원 이상) [국내도서] 어린이는 멀리 간다 Choice 김지은 (지은이)",창비,"2025년 5월 16,800 원 → 15,120원 ( 10% 할인),  마일리지 840 원 9.9 ( 36 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=362565901,,인공지능,,15120.0,9.9,,,2025-05-01,"금요일의 북클럽 리미티드 굿즈(대상도서 포함, 국내서 25,000원 이상) [국내도서] 어린이는 멀리 간다 Choice 김지은 (지은이)"
고백해도 되는 타이밍,<고백해도 되는 타이밍> 메모 패드 [국내도서] 고백해도 되는 타이밍 ㅣ 우리학교 소설 읽는 시간 Choice 황영미 (지은이),우리학교,"2025년 5월 14,000 원 → 12,600원 ( 10% 할인),  마일리지 700 원 10.0 ( 67 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364433879,,인공지능,,12600.0,10.0,,,2025-05-01,<고백해도 되는 타이밍> 메모 패드 [국내도서] 고백해도 되는 타이밍 ㅣ 우리학교 소설 읽는 시간 Choice 황영미 (지은이)
넥서스,"패브릭 금박 노트 (대상도서 포함 국내도서 3만원 이상) [국내도서] 넥서스 - 석기시대부터 AI까지, 정보 네트워크로 보는 인류 역사 유발 하라리 (지은이), 김명주 (옮긴이)",김영사,"2024년 10월 27,800 원 → 25,020원 ( 10% 할인),  마일리지 1,390 원 8.4 ( 43 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=349172323,,인공지능,,25020.0,8.4,,,2024-10-01,"패브릭 금박 노트 (대상도서 포함 국내도서 3만원 이상) [국내도서] 넥서스 - 석기시대부터 AI까지, 정보 네트워크로 보는 인류 역사 유발 하라리 (지은이), 김명주 (옮긴이)"
진혼기 세트 - 전5권,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 진혼기 세트 - 전5권 - 도서(양장본 5권, 이중표지 5종, 북케이스) + 굿즈(설정집, 엽서 6종, 스티커팩) 정연 (지은이)",바니앤드래곤,"2025년 6월 125,000 원 → 112,500원 ( 10% 할인),  마일리지 6,250 원 10.0 ( 1 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365684499,,인공지능,,112500.0,10.0,,,2025-06-01,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 진혼기 세트 - 전5권 - 도서(양장본 5권, 이중표지 5종, 북케이스) + 굿즈(설정집, 엽서 6종, 스티커팩) 정연 (지은이)"
홍학의 자리,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 홍학의 자리 Choice 정해연 (지은이)",엘릭시르,"2021년 7월 14,000 원 → 12,600원 ( 10% 할인),  마일리지 700 원 7.3 ( 168 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=275879438,,인공지능,,12600.0,7.3,,,2021-07-01,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 홍학의 자리 Choice 정해연 (지은이)"
2025 신광은 형사법 1개년+a(최신기출) 최신판례 선택형 / OX,"[국내도서] 2025 신광은 형사법 1개년+a(최신기출) 최신판례 선택형 / OX - 형법/형사소송법, 개정판 신광은 (지은이)",느루(미래인재컴퍼니),"2025년 6월 15,000 원 → 13,500원 ( 10% 할인),  마일리지 150 원 세일즈포인트 : 7,570",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365816059,,인공지능,,13500.0,,,,2025-06-01,"[국내도서] 2025 신광은 형사법 1개년+a(최신기출) 최신판례 선택형 / OX - 형법/형사소송법, 개정판 신광은 (지은이)"
학생회에도 구멍은 있다! 9,"초판한정 일러스트 카드 2장 [국내도서] 학생회에도 구멍은 있다! 9 - S코믹스 ㅣ S코믹스 무치마로 (지은이), 옷무 (옮긴이)",㈜소미미디어,"2025년 6월 6,000 원 → 5,400원 ( 10% 할인),  마일리지 300 원 세일즈포인트 : 15,580",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365049502,,인공지능,,5400.0,,,,2025-06-01,"초판한정 일러스트 카드 2장 [국내도서] 학생회에도 구멍은 있다! 9 - S코믹스 ㅣ S코믹스 무치마로 (지은이), 옷무 (옮긴이)"
네가 봄에 써야지 속으로 생각했던,초판 한정 : 투명 책갈피 (도서 내 삽지) [국내도서] 네가 봄에 써야지 속으로 생각했던 ㅣ 아침달 시집 50 Choice 심보선 (지은이),아침달,"2025년 6월 12,000 원 → 10,800원 ( 10% 할인),  마일리지 600 원 세일즈포인트 : 8,340",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365890739,,인공지능,,10800.0,,,,2025-06-01,초판 한정 : 투명 책갈피 (도서 내 삽지) [국내도서] 네가 봄에 써야지 속으로 생각했던 ㅣ 아침달 시집 50 Choice 심보선 (지은이)
타워 던전 1,[국내도서] 타워 던전 1 니헤이 츠토무 (지은이),학산문화사(만화),"2025년 6월 7,000 원 → 6,300원 ( 10% 할인),  마일리지 350 원 10.0 ( 3 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365659712,,인공지능,,6300.0,10.0,,,2025-06-01,[국내도서] 타워 던전 1 니헤이 츠토무 (지은이)
명화와 향수,<명화와 향수> 노인호 북토크 (6월 27일(금) 오후 7시) [국내도서] 명화와 향수 - 걸작의 캔버스에 아로새긴 향기들 노인호 (지은이),아멜리에북스,"2025년 6월 30,000 원 → 27,000원 ( 10% 할인),  마일리지 1,500 원 10.0 ( 9 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=363896723,,인공지능,,27000.0,10.0,,,2025-06-01,<명화와 향수> 노인호 북토크 (6월 27일(금) 오후 7시) [국내도서] 명화와 향수 - 걸작의 캔버스에 아로새긴 향기들 노인호 (지은이)
파과 (리커버),위즈덤하우스 로고 머그 · 플립 노트 (대상 도서 구매 시) [국내도서] 파과 (리커버) Choice 구병모 (지은이),위즈덤하우스,"2018년 4월 15,800 원 → 14,220원 ( 10% 할인),  마일리지 790 원 8.6 ( 134 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=337280601,,인공지능,,14220.0,8.6,,,2018-04-01,위즈덤하우스 로고 머그 · 플립 노트 (대상 도서 구매 시) [국내도서] 파과 (리커버) Choice 구병모 (지은이)
쇼펜하우어 인생수업 : 한 번뿐인 삶 이렇게 살아라 (리커버 에디션),"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 쇼펜하우어 인생수업 : 한 번뿐인 삶 이렇게 살아라 (리커버 에디션) ㅣ 인생수업 아르투어 쇼펜하우어 (지은이), 김지민 (엮은이)",하이스트,"2024년 2월 17,500 원 → 15,750원 ( 10% 할인),  마일리지 870 원 8.0 ( 22 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=334640309,,인공지능,,15750.0,8.0,,,2024-02-01,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 쇼펜하우어 인생수업 : 한 번뿐인 삶 이렇게 살아라 (리커버 에디션) ㅣ 인생수업 아르투어 쇼펜하우어 (지은이), 김지민 (엮은이)"
블루 록 32 (한정판),"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 블루 록 32 (한정판) - 아크릴 스탠드 + 일러스트카드 2매 노무라 유스케 (지은이), 카네시로 무네유키 (원작)",학산문화사(만화),"2025년 6월 20,000 원 → 18,000원 ( 10% 할인),  마일리지 1,000 원 세일즈포인트 : 6,570",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365818005,,인공지능,,18000.0,,,,2025-06-01,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 블루 록 32 (한정판) - 아크릴 스탠드 + 일러스트카드 2매 노무라 유스케 (지은이), 카네시로 무네유키 (원작)"
비밀 The Top Secret season 0 시즌 제로 12,"[국내도서] 비밀 The Top Secret season 0 시즌 제로 12 시미즈 레이코 (지은이), 오경화 (옮긴이)",서울미디어코믹스(서울문화사),"2025년 6월 7,000 원 → 6,300원 ( 10% 할인),  마일리지 350 원 8.0 ( 1 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365842520,,인공지능,,6300.0,8.0,,,2025-06-01,"[국내도서] 비밀 The Top Secret season 0 시즌 제로 12 시미즈 레이코 (지은이), 오경화 (옮긴이)"
2026 문동균 한국사 한 권으로 모든 것을 정리하는 판서노트 (한정판),[국내도서] 2026 문동균 한국사 한 권으로 모든 것을 정리하는 판서노트 (한정판) 문동균 (지은이),에스티유니타스,"2025년 6월 17,000 원 → 15,300원 ( 10% 할인),  마일리지 170 원 세일즈포인트 : 8,190",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365420144,,인공지능,,15300.0,,,,2025-06-01,[국내도서] 2026 문동균 한국사 한 권으로 모든 것을 정리하는 판서노트 (한정판) 문동균 (지은이)
김재우의 기초 영어회화 100,데스크 매트.북엔드.클립보드 등(공무원.자격증.외국어.컴퓨터 구매 금액별 사은품) [국내도서] 김재우의 기초 영어회화 100 - 원어민처럼 자연스러운 영어 말하기 첫걸음 ㅣ 김재우의 영어회화 시리즈 김재우 (지은이),상상스퀘어,"2024년 12월 18,900 원 → 17,010원 ( 10% 할인),  마일리지 940 원 10.0 ( 2 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=353238637,,인공지능,,17010.0,10.0,,,2024-12-01,데스크 매트.북엔드.클립보드 등(공무원.자격증.외국어.컴퓨터 구매 금액별 사은품) [국내도서] 김재우의 기초 영어회화 100 - 원어민처럼 자연스러운 영어 말하기 첫걸음 ㅣ 김재우의 영어회화 시리즈 김재우 (지은이)
별의 커비 울트라 슈퍼 푸푸푸 히어로 2,"피너츠 다용도 파우치(4종 중 택1, 대상도서 1권 포함, 어린이 분야 15,000원 이상) [국내도서] 별의 커비 울트라 슈퍼 푸푸푸 히어로 2 - 도팡 일당과 환상의 방울! ㅣ 별의 커비 푸푸푸 히어로 아오키 케이 , 미카마루 (지은이), 김지영 (옮긴이)",다산어린이,"2025년 6월 11,000 원 → 9,900원 ( 10% 할인),  마일리지 550 원 10.0 ( 1 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365682358,,인공지능,,9900.0,10.0,,,2025-06-01,"피너츠 다용도 파우치(4종 중 택1, 대상도서 1권 포함, 어린이 분야 15,000원 이상) [국내도서] 별의 커비 울트라 슈퍼 푸푸푸 히어로 2 - 도팡 일당과 환상의 방울! ㅣ 별의 커비 푸푸푸 히어로 아오키 케이 , 미카마루 (지은이), 김지영 (옮긴이)"
단 3개의 미국 ETF로 은퇴하라,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 단 3개의 미국 ETF로 은퇴하라 - 원하는 삶을 앞당기는 돈 자동 사냥 시스템 김지훈(포메뽀꼬) (지은이)",리더스북,"2025년 3월 19,800 원 → 17,820원 ( 10% 할인),  마일리지 990 원 9.9 ( 22 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=360948172,,인공지능,,17820.0,9.9,,,2025-03-01,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 단 3개의 미국 ETF로 은퇴하라 - 원하는 삶을 앞당기는 돈 자동 사냥 시스템 김지훈(포메뽀꼬) (지은이)"
