title,author,publisher,pubdate,detail_url,img_url,topic,price,sale_price,rating,desc,판매지수,pubdate,author
스토너 (리커버 특별판),"패브릭 책갈피(대상도서 포함 소설/시/희곡 2만 원 이상 구매시 선택) [국내도서] 스토너 (리커버 특별판) 존 윌리엄스 (지은이), 김승욱 (옮긴이)",알에이치코리아(RHK),"2025년 6월 16,800 원 → 15,120원 ( 10% 할인),  마일리지 840 원 10.0 ( 1 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365824173,,인공지능,,15120.0,10.0,,,2025-06-01,"패브릭 책갈피(대상도서 포함 소설/시/희곡 2만 원 이상 구매시 선택) [국내도서] 스토너 (리커버 특별판) 존 윌리엄스 (지은이), 김승욱 (옮긴이)"
엄마의 말 연습,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 엄마의 말 연습 - 화내지 않고 사랑하는 마음을 오롯이 전하는 39가지 존중어 수업 윤지영 (지은이)",카시오페아,"2022년 9월 17,500 원 → 15,750원 ( 10% 할인),  마일리지 870 원 10.0 ( 30 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=301477858,,인공지능,,15750.0,10.0,,,2022-09-01,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 엄마의 말 연습 - 화내지 않고 사랑하는 마음을 오롯이 전하는 39가지 존중어 수업 윤지영 (지은이)"
ETS 토익 정기시험 기출문제집 1000 Vol. 4 Reading (리딩),데스크 매트.북엔드.클립보드 등(공무원.자격증.외국어.컴퓨터 구매 금액별 사은품) [국내도서] ETS 토익 정기시험 기출문제집 1000 Vol. 4 Reading (리딩) - 토익 기출문제 독점출간/ ALL NEW 최신기출 10회 수록/ 문제집+해설집+무료 동영상 강의+기출어휘 단어장(PDF)+APP 모바일 학습 ㅣ ETS 토익 정기시험 기출문제집 ETS (엮은이),(주)YBM(와이비엠),"2023년 12월 19,800 원 → 17,820원 ( 10% 할인),  마일리지 990 원 10.0 ( 10 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=330109498,,인공지능,,17820.0,10.0,,,2023-12-01,데스크 매트.북엔드.클립보드 등(공무원.자격증.외국어.컴퓨터 구매 금액별 사은품) [국내도서] ETS 토익 정기시험 기출문제집 1000 Vol. 4 Reading (리딩) - 토익 기출문제 독점출간/ ALL NEW 최신기출 10회 수록/ 문제집+해설집+무료 동영상 강의+기출어휘 단어장(PDF)+APP 모바일 학습 ㅣ ETS 토익 정기시험 기출문제집 ETS (엮은이)
치유의 빛,사각 유리 문진 (<치유의 빛> 포함 소설/시 2만원 이상) [국내도서] 치유의 빛 Choice 강화길 (지은이),은행나무,"2025년 6월 18,000 원 → 16,200원 ( 10% 할인),  마일리지 900 원 9.8 ( 11 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364869199,,인공지능,,16200.0,9.8,,,2025-06-01,사각 유리 문진 (<치유의 빛> 포함 소설/시 2만원 이상) [국내도서] 치유의 빛 Choice 강화길 (지은이)
결국 국민이 합니다 : 이재명의 인생과 정치철학,대한민국 21대 대통령 이재명 [국내도서] 결국 국민이 합니다 : 이재명의 인생과 정치철학 이재명 (지은이),오마이북,"2025년 4월 22,000 원 → 19,800원 ( 10% 할인),  마일리지 1,100 원 9.7 ( 294 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=362099985,,인공지능,,19800.0,9.7,,,2025-04-01,대한민국 21대 대통령 이재명 [국내도서] 결국 국민이 합니다 : 이재명의 인생과 정치철학 이재명 (지은이)
빛과 실,"프레임 양장 노트 (<빛과 실> 포함, 대상도서 2만원 이상 구매 시) [국내도서] 빛과 실 - 2024 노벨문학상 수상 강연문 수록, 2024 노벨문학상 수상작가 ㅣ 문지 에크리 Choice 한강 (지은이)",문학과지성사,"2025년 4월 15,000 원 → 13,500원 ( 10% 할인),  마일리지 750 원 8.2 ( 64 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=362922298,,인공지능,,13500.0,8.2,,,2025-04-01,"프레임 양장 노트 (<빛과 실> 포함, 대상도서 2만원 이상 구매 시) [국내도서] 빛과 실 - 2024 노벨문학상 수상 강연문 수록, 2024 노벨문학상 수상작가 ㅣ 문지 에크리 Choice 한강 (지은이)"
자유론,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 자유론 ㅣ 고전의세계 리커버 존 스튜어트 밀 (지은이), 김만권 (옮긴이)",책세상,"2025년 3월 9,900 원 → 8,910원 ( 10% 할인),  마일리지 490 원 9.9 ( 20 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=359375700,,인공지능,,8910.0,9.9,,,2025-03-01,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 자유론 ㅣ 고전의세계 리커버 존 스튜어트 밀 (지은이), 김만권 (옮긴이)"
"2025 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 하","데스크 매트.북엔드.클립보드 등(공무원.자격증.외국어.컴퓨터 구매 금액별 사은품) [국내도서] 2025 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 하 - 한국사능력검정시험 심화(1, 2, 3급)에 대비한 맞춤 기본서 ㅣ 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 시리즈 최태성 (지은이)",이투스북,"2024년 12월 16,000 원 → 14,400원 ( 10% 할인),  마일리지 800 원 9.0 ( 2 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=353981994,,인공지능,,14400.0,9.0,,,2024-12-01,"데스크 매트.북엔드.클립보드 등(공무원.자격증.외국어.컴퓨터 구매 금액별 사은품) [국내도서] 2025 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 하 - 한국사능력검정시험 심화(1, 2, 3급)에 대비한 맞춤 기본서 ㅣ 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 시리즈 최태성 (지은이)"
ETS 토익 정기시험 기출문제집 1000 Vol. 4 Listening (리스닝),데스크 매트.북엔드.클립보드 등(공무원.자격증.외국어.컴퓨터 구매 금액별 사은품) [국내도서] ETS 토익 정기시험 기출문제집 1000 Vol. 4 Listening (리스닝) - 토익 기출문제 독점출간/ ALL NEW 최신기출 10회 수록/ 문제집+해설집+무료 정기시험 성우 MP3+무료 동영상 강의+기출어휘 단어장(PDF)+APP 모바일 학습 ㅣ ETS 토익 정기시험 기출문제집 ETS (엮은이),(주)YBM(와이비엠),"2023년 12월 19,800 원 → 17,820원 ( 10% 할인),  마일리지 990 원 10.0 ( 7 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=330109271,,인공지능,,17820.0,10.0,,,2023-12-01,데스크 매트.북엔드.클립보드 등(공무원.자격증.외국어.컴퓨터 구매 금액별 사은품) [국내도서] ETS 토익 정기시험 기출문제집 1000 Vol. 4 Listening (리스닝) - 토익 기출문제 독점출간/ ALL NEW 최신기출 10회 수록/ 문제집+해설집+무료 정기시험 성우 MP3+무료 동영상 강의+기출어휘 단어장(PDF)+APP 모바일 학습 ㅣ ETS 토익 정기시험 기출문제집 ETS (엮은이)
2025 제16회 젊은작가상 수상작품집,"<시와 물질> 양장노트 + <나쁘게 눈부시기> (오늘의 한국문학 도서 2종 이상 구매) [국내도서] 2025 제16회 젊은작가상 수상작품집 Choice 백온유 , 강보라 , 서장원 , 성해나 , 성혜령 , 이희주 , 현호정 (지은이)",문학동네,"2025년 4월 7,700 원 → 6,930원 ( 10% 할인),  마일리지 380 원 8.2 ( 17 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=361435920,,인공지능,,6930.0,8.2,,,2025-04-01,"<시와 물질> 양장노트 + <나쁘게 눈부시기> (오늘의 한국문학 도서 2종 이상 구매) [국내도서] 2025 제16회 젊은작가상 수상작품집 Choice 백온유 , 강보라 , 서장원 , 성해나 , 성혜령 , 이희주 , 현호정 (지은이)"
팔레스타인,"한눈에 보는 만화 소식 (매주 업데이트) + 키캡 키링 [국내도서] 팔레스타인 - 최신 개정판 Choice 조 사코 (지은이), 함규진 (옮긴이)",휴머니스트,"2025년 6월 35,000 원 → 31,500원 ( 10% 할인),  마일리지 1,750 원 9.6 ( 9 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364198148,,인공지능,,31500.0,9.6,,,2025-06-01,"한눈에 보는 만화 소식 (매주 업데이트) + 키캡 키링 [국내도서] 팔레스타인 - 최신 개정판 Choice 조 사코 (지은이), 함규진 (옮긴이)"
내게 남은 스물다섯 번의 계절,"6월 특별 선물. 도시락 보냉가방 ·
여름 와플 담요 (이벤트 도서 포함 국내서·외서 5만원 이상) [국내도서] 내게 남은 스물다섯 번의 계절 슈테판 셰퍼 (지은이), 전은경 (옮긴이)",서삼독,"2025년 5월 16,800 원 → 15,120원 ( 10% 할인),  마일리지 840 원 9.8 ( 8 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=363875410,,인공지능,,15120.0,9.8,,,2025-05-01,"6월 특별 선물. 도시락 보냉가방 ·
여름 와플 담요 (이벤트 도서 포함 국내서·외서 5만원 이상) [국내도서] 내게 남은 스물다섯 번의 계절 슈테판 셰퍼 (지은이), 전은경 (옮긴이)"
빅 사이클,"6월 특별 선물. 도시락 보냉가방 ·
여름 와플 담요 (이벤트 도서 포함 국내서·외서 5만원 이상) [국내도서] 빅 사이클 Choice 레이 달리오 (지은이), 조용빈 (옮긴이)",한빛비즈,"2025년 6월 38,000 원 → 34,200원 ( 10% 할인),  마일리지 1,900 원 10.0 ( 7 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364587514,,인공지능,,34200.0,10.0,,,2025-06-01,"6월 특별 선물. 도시락 보냉가방 ·
여름 와플 담요 (이벤트 도서 포함 국내서·외서 5만원 이상) [국내도서] 빅 사이클 Choice 레이 달리오 (지은이), 조용빈 (옮긴이)"
순간을 달리는 할머니 1,초판한정 작가 친필 사인 인쇄본 + 별사탕 만화책(32p) [국내도서] 순간을 달리는 할머니 1 - 펀자이씨툰 ㅣ 순간을 달리는 할머니 1 엄유진 (지은이),문학동네,"2025년 6월 18,000 원 → 16,200원 ( 10% 할인),  마일리지 900 원 10.0 ( 1 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365049529,,인공지능,,16200.0,10.0,,,2025-06-01,초판한정 작가 친필 사인 인쇄본 + 별사탕 만화책(32p) [국내도서] 순간을 달리는 할머니 1 - 펀자이씨툰 ㅣ 순간을 달리는 할머니 1 엄유진 (지은이)
에그박사 15,"에그박사 똥 키링(택1) [국내도서] 에그박사 15 - 자연 생물 관찰 만화 ㅣ 에그박사 15 에그박사 (원작), 박송이 (글), 홍종현 (그림), 주세종 (감수)",미래엔아이세움,"2025년 5월 15,800 원 → 14,220원 ( 10% 할인),  마일리지 790 원 10.0 ( 12 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364712541,,인공지능,,14220.0,10.0,,,2025-05-01,"에그박사 똥 키링(택1) [국내도서] 에그박사 15 - 자연 생물 관찰 만화 ㅣ 에그박사 15 에그박사 (원작), 박송이 (글), 홍종현 (그림), 주세종 (감수)"
듀얼 브레인,"패브릭 금박 노트 (대상도서 포함 국내도서 3만원 이상) [국내도서] 듀얼 브레인 - AI 시대의 실용적 생존 가이드 Choice 이선 몰릭 (지은이), 신동숙 (옮긴이)",상상스퀘어,"2025년 3월 21,000 원 → 18,900원 ( 10% 할인),  마일리지 1,050 원 7.6 ( 27 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=358739031,,인공지능,,18900.0,7.6,,,2025-03-01,"패브릭 금박 노트 (대상도서 포함 국내도서 3만원 이상) [국내도서] 듀얼 브레인 - AI 시대의 실용적 생존 가이드 Choice 이선 몰릭 (지은이), 신동숙 (옮긴이)"
경험의 멸종,"6월 특별 선물. 도시락 보냉가방 ·
여름 와플 담요 (이벤트 도서 포함 국내서·외서 5만원 이상) [국내도서] 경험의 멸종 - 기술이 경험을 대체하는 시대, 인간은 계속 인간일 수 있을까 크리스틴 로젠 (지은이), 이영래 (옮긴이)",어크로스,"2025년 5월 19,800 원 → 17,820원 ( 10% 할인),  마일리지 990 원 8.6 ( 19 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364235991,,인공지능,,17820.0,8.6,,,2025-05-01,"6월 특별 선물. 도시락 보냉가방 ·
여름 와플 담요 (이벤트 도서 포함 국내서·외서 5만원 이상) [국내도서] 경험의 멸종 - 기술이 경험을 대체하는 시대, 인간은 계속 인간일 수 있을까 크리스틴 로젠 (지은이), 이영래 (옮긴이)"
괴수 8호 15 (트리플 특장판),"일러스트 아코디언 엽서 (15권 포함, 만화 분야 1.5만원 이상 구매 시) [국내도서] 괴수 8호 15 (트리플 특장판) - 아크릴 일러스트 보드 + 아시로 미나 일러스트 카드 + 방위대 일러스트 카드 마츠모토 나오야 (지은이), 유유리 (옮긴이)",서울미디어코믹스(서울문화사),"2025년 5월 6,000 원 → 5,400원 ( 10% 할인),  마일리지 300 원 9.7 ( 13 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364449659,,인공지능,,5400.0,9.7,,,2025-05-01,"일러스트 아코디언 엽서 (15권 포함, 만화 분야 1.5만원 이상 구매 시) [국내도서] 괴수 8호 15 (트리플 특장판) - 아크릴 일러스트 보드 + 아시로 미나 일러스트 카드 + 방위대 일러스트 카드 마츠모토 나오야 (지은이), 유유리 (옮긴이)"
흔한남매 19,"흔한남매 미니 3단 수납함 (2종 중 1종 택1) [국내도서] 흔한남매 19 ㅣ 흔한남매 19 흔한남매 (지은이), 백난도 (글), 유난희 (그림), 흔한컴퍼니 (감수)",미래엔아이세움,"2025년 4월 15,800 원 → 14,220원 ( 10% 할인),  마일리지 790 원 10.0 ( 45 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=362085016,,인공지능,,14220.0,10.0,,,2025-04-01,"흔한남매 미니 3단 수납함 (2종 중 1종 택1) [국내도서] 흔한남매 19 ㅣ 흔한남매 19 흔한남매 (지은이), 백난도 (글), 유난희 (그림), 흔한컴퍼니 (감수)"
이로운 보수 의로운 진보,"L의 운동화 키링 (대상도서 포함 국내도서 2만 원 이상 구입 시 선택) [국내도서] 이로운 보수 의로운 진보 - 최강 형제가 들려주는 최소한의 정치 교양 최강욱 , 최강혁 (지은이)",한겨레출판,"2025년 5월 20,000 원 → 18,000원 ( 10% 할인),  마일리지 1,000 원 9.6 ( 44 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=362929018,,인공지능,,18000.0,9.6,,,2025-05-01,"L의 운동화 키링 (대상도서 포함 국내도서 2만 원 이상 구입 시 선택) [국내도서] 이로운 보수 의로운 진보 - 최강 형제가 들려주는 최소한의 정치 교양 최강욱 , 최강혁 (지은이)"
소설 보다 : 봄 2025,"<시와 물질> 양장노트 + <나쁘게 눈부시기> (오늘의 한국문학 도서 2종 이상 구매) [국내도서] 소설 보다 : 봄 2025 ㅣ 소설 보다 Choice 강보라 , 성해나 , 윤단 (지은이)",문학과지성사,"2025년 3월 5,500 원 → 4,950원 ( 10% 할인),  마일리지 270 원 9.5 ( 8 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=360711714,,인공지능,,4950.0,9.5,,,2025-03-01,"<시와 물질> 양장노트 + <나쁘게 눈부시기> (오늘의 한국문학 도서 2종 이상 구매) [국내도서] 소설 보다 : 봄 2025 ㅣ 소설 보다 Choice 강보라 , 성해나 , 윤단 (지은이)"
물질의 세계,"인플루엔셜 브랜드전 + 유리 키링(대상도서 3만원 이상) [국내도서] 물질의 세계 - 6가지 물질이 그려내는 인류 문명의 대서사시 에드 콘웨이 (지은이), 이종인 (옮긴이)",인플루엔셜(주),"2024년 3월 29,800 원 → 26,820원 ( 10% 할인),  마일리지 1,490 원 9.7 ( 44 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=334786620,,인공지능,,26820.0,9.7,,,2024-03-01,"인플루엔셜 브랜드전 + 유리 키링(대상도서 3만원 이상) [국내도서] 물질의 세계 - 6가지 물질이 그려내는 인류 문명의 대서사시 에드 콘웨이 (지은이), 이종인 (옮긴이)"
순간을 달리는 할머니 2,초판한정 작가 친필 사인 인쇄본 [국내도서] 순간을 달리는 할머니 2 - 펀자이씨툰 ㅣ 순간을 달리는 할머니 2 엄유진 (지은이),문학동네,"2025년 6월 18,000 원 → 16,200원 ( 10% 할인),  마일리지 900 원 세일즈포인트 : 28,600",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365049623,,인공지능,,16200.0,,,,2025-06-01,초판한정 작가 친필 사인 인쇄본 [국내도서] 순간을 달리는 할머니 2 - 펀자이씨툰 ㅣ 순간을 달리는 할머니 2 엄유진 (지은이)
여름 피치 스파클링,트레이싱 PET 책갈피 [국내도서] 여름 피치 스파클링 차정은 (지은이),다이브,"2025년 6월 12,000 원 → 10,800원 ( 10% 할인),  마일리지 600 원 6.0 ( 2 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364853751,,인공지능,,10800.0,6.0,,,2025-06-01,트레이싱 PET 책갈피 [국내도서] 여름 피치 스파클링 차정은 (지은이)
히카루가 죽은 여름 6,"초판 한정, 띠지 + 일러스트 카드 2종 (래핑) + 아크릴 블록 (만화 1만 5천원 이상 구매) [국내도서] 히카루가 죽은 여름 6 - SL Comic 모쿠모쿠렌 (지은이), 송재희 (옮긴이)",디앤씨미디어(주)(D&C미디어),"2025년 6월 6,500 원 → 5,850원 ( 10% 할인),  마일리지 320 원 10.0 ( 1 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=366120687,,인공지능,,5850.0,10.0,,,2025-06-01,"초판 한정, 띠지 + 일러스트 카드 2종 (래핑) + 아크릴 블록 (만화 1만 5천원 이상 구매) [국내도서] 히카루가 죽은 여름 6 - SL Comic 모쿠모쿠렌 (지은이), 송재희 (옮긴이)"
나츠메 우인장 31,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 나츠메 우인장 31 미도리카와 유키 (지은이)",학산문화사(만화),"2025년 6월 6,000 원 → 5,400원 ( 10% 할인),  마일리지 300 원 세일즈포인트 : 17,040",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365662113,,인공지능,,5400.0,,,,2025-06-01,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 나츠메 우인장 31 미도리카와 유키 (지은이)"
멜로우 TV 3 : 멜싹오싹 위험한 미션,"이모티콘 스티커 (초판 한정/책과 랩핑) [국내도서] 멜로우 TV 3 : 멜싹오싹 위험한 미션 - 마음 레벨 업! 인성 코믹북 ㅣ 멜로우 TV 3 멜로우 TV (원작), 한바리 (글), 차차 (그림)",학산문화사(단행본),"2025년 6월 16,800 원 → 15,120원 ( 10% 할인),  마일리지 840 원 9.0 ( 2 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365443303,,인공지능,,15120.0,9.0,,,2025-06-01,"이모티콘 스티커 (초판 한정/책과 랩핑) [국내도서] 멜로우 TV 3 : 멜싹오싹 위험한 미션 - 마음 레벨 업! 인성 코믹북 ㅣ 멜로우 TV 3 멜로우 TV (원작), 한바리 (글), 차차 (그림)"
어른의 품격을 채우는 100일 필사 노트,"6월 특별 선물. 도시락 보냉가방 ·
여름 와플 담요 (이벤트 도서 포함 국내서·외서 5만원 이상) [국내도서] 어른의 품격을 채우는 100일 필사 노트 김종원 (지은이)",청림Life,"2025년 3월 20,000 원 → 18,000원 ( 10% 할인),  마일리지 1,000 원 9.7 ( 21 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=358092951,,인공지능,,18000.0,9.7,,,2025-03-01,"6월 특별 선물. 도시락 보냉가방 ·
여름 와플 담요 (이벤트 도서 포함 국내서·외서 5만원 이상) [국내도서] 어른의 품격을 채우는 100일 필사 노트 김종원 (지은이)"
"의사 어벤저스 22 : 복통, 위기를 감지하라!","피너츠 메모패드(2종 중 1종 택1, 대상도서 1만 원 이상 구매 시) [국내도서] 의사 어벤저스 22 : 복통, 위기를 감지하라! - 어린이 의학 동화 ㅣ 의사 어벤저스 22 고희정 (지은이), 조승연 (그림), 류정민 (감수)",가나출판사,"2025년 6월 15,800 원 → 14,220원 ( 10% 할인),  마일리지 790 원 세일즈포인트 : 11,650",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=365825602,,인공지능,,14220.0,,,,2025-06-01,"피너츠 메모패드(2종 중 1종 택1, 대상도서 1만 원 이상 구매 시) [국내도서] 의사 어벤저스 22 : 복통, 위기를 감지하라! - 어린이 의학 동화 ㅣ 의사 어벤저스 22 고희정 (지은이), 조승연 (그림), 류정민 (감수)"
히카루가 죽은 여름 6 (특장판),"띠지, 아크릴 스탠드, 특별판 일러스트 카드 2종, 특별판 무선 노트, 특별판 필름 책갈피, 일반판 일러스트 카드 2종(래핑) + 아크릴 블록(마일리지 차감) [국내도서] 히카루가 죽은 여름 6 (특장판) - SL Comic, 아크릴 스탠드 + 무지 노트 + 한정 일러스트 카드 2종 + 필름 책갈피 모쿠모쿠렌 (지은이), 송재희 (옮긴이)",디앤씨미디어(주)(D&C미디어),"2025년 6월 25,000 원 → 22,500원 ( 10% 할인),  마일리지 1,250 원 10.0 ( 2 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=366120400,,인공지능,,22500.0,10.0,,,2025-06-01,"띠지, 아크릴 스탠드, 특별판 일러스트 카드 2종, 특별판 무선 노트, 특별판 필름 책갈피, 일반판 일러스트 카드 2종(래핑) + 아크릴 블록(마일리지 차감) [국내도서] 히카루가 죽은 여름 6 (특장판) - SL Comic, 아크릴 스탠드 + 무지 노트 + 한정 일러스트 카드 2종 + 필름 책갈피 모쿠모쿠렌 (지은이), 송재희 (옮긴이)"
행복한 철학자,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 행복한 철학자 - 개정증보판 우애령 (지은이), 엄유진 (그림)",하늘재,"2023년 11월 19,000 원 → 17,100원 ( 10% 할인),  마일리지 950 원 10.0 ( 12 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=328896567,,인공지능,,17100.0,10.0,,,2023-11-01,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 행복한 철학자 - 개정증보판 우애령 (지은이), 엄유진 (그림)"
인생의 컨닝페이퍼,"6월 특별 선물. 도시락 보냉가방 ·
여름 와플 담요 (이벤트 도서 포함 국내서·외서 5만원 이상) [국내도서] 인생의 컨닝페이퍼 Choice 박종경 (지은이)",토네이도,"2025년 6월 19,000 원 → 17,100원 ( 10% 할인),  마일리지 950 원 9.8 ( 25 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364596916,,인공지능,,17100.0,9.8,,,2025-06-01,"6월 특별 선물. 도시락 보냉가방 ·
여름 와플 담요 (이벤트 도서 포함 국내서·외서 5만원 이상) [국내도서] 인생의 컨닝페이퍼 Choice 박종경 (지은이)"
급류,"<급류> 하드커버 메모지 (<급류> 포함, 민음사 도서 2만원 이상) [국내도서] 급류 ㅣ 오늘의 젊은 작가 40 Choice 정대건 (지은이)",민음사,"2022년 12월 14,000 원 → 12,600원 ( 10% 할인),  마일리지 700 원 7.3 ( 86 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=307692409,,인공지능,,12600.0,7.3,,,2022-12-01,"<급류> 하드커버 메모지 (<급류> 포함, 민음사 도서 2만원 이상) [국내도서] 급류 ㅣ 오늘의 젊은 작가 40 Choice 정대건 (지은이)"
어쩌다 좋은 일이 생길지도,"요시타케 신스케 미니 요거트볼 (대상도서 1만 원 이상 구매 시) [국내도서] 어쩌다 좋은 일이 생길지도 Choice 요시타케 신스케 (지은이), 고향옥 (옮긴이)",주니어김영사,"2025년 5월 14,000 원 → 12,600원 ( 10% 할인),  마일리지 700 원 9.8 ( 84 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=362816848,,인공지능,,12600.0,9.8,,,2025-05-01,"요시타케 신스케 미니 요거트볼 (대상도서 1만 원 이상 구매 시) [국내도서] 어쩌다 좋은 일이 생길지도 Choice 요시타케 신스케 (지은이), 고향옥 (옮긴이)"
역사의 시선,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 역사의 시선 - 역사학자 전우용의 시대 논설 전우용 (지은이)",삼인,"2025년 3월 19,000 원 → 17,100원 ( 10% 할인),  마일리지 950 원 10.0 ( 1 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=358900932,,인공지능,,17100.0,10.0,,,2025-03-01,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 역사의 시선 - 역사학자 전우용의 시대 논설 전우용 (지은이)"
불멸의 유전자,"6월 특별 선물. 도시락 보냉가방 ·
여름 와플 담요 (이벤트 도서 포함 국내서·외서 5만원 이상) [국내도서] 불멸의 유전자 리처드 도킨스 (지은이), 야나 렌조바 (그림), 이한음 (옮긴이)",을유문화사,"2025년 5월 25,000 원 → 22,500원 ( 10% 할인),  마일리지 1,250 원 9.7 ( 31 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364855899,,인공지능,,22500.0,9.7,,,2025-05-01,"6월 특별 선물. 도시락 보냉가방 ·
여름 와플 담요 (이벤트 도서 포함 국내서·외서 5만원 이상) [국내도서] 불멸의 유전자 리처드 도킨스 (지은이), 야나 렌조바 (그림), 이한음 (옮긴이)"
고래눈이 내리다,패브릭 책갈피(대상도서 포함 국내도서 2만 원 이상 구매시 선택) [국내도서] 고래눈이 내리다 Choice 김보영 (지은이),래빗홀,"2025년 5월 16,800 원 → 15,120원 ( 10% 할인),  마일리지 840 원 9.7 ( 19 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364232445,,인공지능,,15120.0,9.7,,,2025-05-01,패브릭 책갈피(대상도서 포함 국내도서 2만 원 이상 구매시 선택) [국내도서] 고래눈이 내리다 Choice 김보영 (지은이)
부의 전략 수업,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 부의 전략 수업 - 돈에 휘둘리지 않고 살아남는 15가지 시스템 폴 포돌스키 (지은이), 고영훈 (옮긴이)",필름(Feelm),"2025년 5월 19,800 원 → 17,820원 ( 10% 할인),  마일리지 990 원 9.3 ( 14 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=363252548,,인공지능,,17820.0,9.3,,,2025-05-01,"화제의 책 + 알라딘 굿즈 (이벤트 도서 포함, 국내도서 3만5천원 이상) [국내도서] 부의 전략 수업 - 돈에 휘둘리지 않고 살아남는 15가지 시스템 폴 포돌스키 (지은이), 고영훈 (옮긴이)"
우리는 왜 선물을 줄 때 기쁨을 느끼는가,"6월 특별 선물. 도시락 보냉가방 ·
여름 와플 담요 (이벤트 도서 포함 국내서·외서 5만원 이상) [국내도서] 우리는 왜 선물을 줄 때 기쁨을 느끼는가 - 자본주의의 빈틈을 메우는 증여의 철학 Choice 지카우치 유타 (지은이), 김영현 (옮긴이)",다다서재,"2025년 5월 18,000 원 → 16,200원 ( 10% 할인),  마일리지 900 원 10.0 ( 13 )",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364284492,,인공지능,,16200.0,10.0,,,2025-05-01,"6월 특별 선물. 도시락 보냉가방 ·
여름 와플 담요 (이벤트 도서 포함 국내서·외서 5만원 이상) [국내도서] 우리는 왜 선물을 줄 때 기쁨을 느끼는가 - 자본주의의 빈틈을 메우는 증여의 철학 Choice 지카우치 유타 (지은이), 김영현 (옮긴이)"
